technology_id,country,phase,category,input,unit,quantity,cost_per_unit,total_cost,currency,total_cost_usd,pct_borne_by_land_users
1660,DE,establishment,labour,Labour,,1.0,21000000.0,21000000.0,Euro,22340425.53,
1660,DE,establishment,equipment,Machine use,,1.0,9000000.0,9000000.0,Euro,9574468.09,
1660,DE,establishment,construction_material,,,,750000.0,,Euro,,
1660,DE,maintenance,labour,Labour,,,800.0,,Euro,,
1660,DE,maintenance,equipment,Machine use,,,300.0,,Euro,,
1660,DE,maintenance,construction_material,Earth,,,100.0,,Euro,,
1661,AF,establishment,labour,Construction of trenches,persons/day/ha,276.0,5.0,1380.0,USD,1380.0,10.0
1661,AF,establishment,equipment,Tools,ha,1.0,70.0,70.0,USD,70.0,90.0
1661,AF,maintenance,labour,Repair trenches,persons/day/ha,1.0,5.0,5.0,USD,5.0,100.0
1663,IT,establishment,labour,"Purchase of equipment for technology application (GPS, sensors etc.)",,,,,€,,
1663,IT,establishment,equipment,"GPS, sensors etc.",,1.0,10000.0,10000.0,€,12500.0,100.0
1663,IT,establishment,other,Training costs,,,,,€,,
1664,SK,establishment,labour,Labour,Dam,1.0,238.0,238.0,Euro,267.42,
1664,SK,establishment,equipment,Tools,Dam,1.0,182.0,182.0,Euro,204.49,
1664,SK,establishment,construction_material,Wood,Dam,1.0,626.0,626.0,Euro,703.37,
1666,SK,establishment,labour,Digging of the ditch for 600 mm width,m3,9.9,18.14,179.59,Eur,204.08,
1666,SK,establishment,labour,Adjustment of the ditch´s embankment,m2,3861.0,0.82,3166.02,Eur,3597.75,
1666,SK,establishment,labour,Digging of the ditch for 600-2000 mm width,m2,5253.0,10.24,53790.72,Eur,61125.82,
1666,SK,establishment,labour,or Digging of the ditch for over 2000 mm width,m2,5253.0,1.26,6618.78,Eur,7521.34,
1666,SK,establishment,plant_material,Seeds for vegetative strips next to the ditch in 40 m width. Red clover.,kg,704.0,8.15,5737.6,Eur,6520.0,
1666,SK,establishment,other,expert guarantor and planner,person,1.0,3062.61,3062.61,Eur,3480.24,
1666,SK,establishment,other,Transfer,t,58.655,46.11,2704.58,Eur,3073.39,
1667,TJ,establishment,labour,Labour,,1.0,255.9,255.9,Somoni,53.76,100.0
1667,TJ,establishment,equipment,Machine use,,1.0,70.0,70.0,Somoni,14.71,
1667,TJ,establishment,equipment,Animal traction,,1.0,33.6,33.6,Somoni,7.06,100.0
1667,TJ,establishment,equipment, welding apparatus ,,1.0,21.0,21.0,Somoni,4.41,100.0
1667,TJ,establishment,equipment, Gas for welding apparatus ,,1.0,11.6,11.6,Somoni,2.44,
1667,TJ,establishment,construction_material," steel wire D=2-3,5mm ",,1.0,96.6,96.6,Somoni,20.29,
1667,TJ,establishment,construction_material," thick iron pipes,D=70-80mm ",,1.0,126.0,126.0,Somoni,26.47,
1667,TJ,establishment,construction_material,cement,,1.0,151.3,151.3,Somoni,31.79,
1667,TJ,establishment,construction_material," gravel, sand ",,1.0,31.5,31.5,Somoni,6.62,
1667,TJ,establishment,other, iron wire D=5-6mm for hooks ,,1.0,16.8,16.8,Somoni,3.53,
1667,TJ,establishment,other,solidol,,1.0,3.0,3.0,Somoni,0.63,100.0
1667,TJ,maintenance,labour,Labour,,1.0,30.9,30.9,Somoni,6.49,100.0
1667,TJ,maintenance,other, iron wire D=5-6mm for hooks ,,1.0,1.9,1.9,Somoni,0.4,100.0
1667,TJ,maintenance,other,solidol,,1.0,1.5,1.5,Somoni,0.32,100.0
1668,CL,establishment,labour,Mano de obra,hour,1.0,400.0,400.0,Peso chileno,0.84,100.0
1668,CL,establishment,plant_material,Compra semilla,32 kg/ha,1.0,120.0,120.0,Peso chileno,0.25,100.0
1668,CL,establishment,fertilizers_biocides,Aplicación de fertilizante,250 kg/ha,1.0,400.0,400.0,Peso chileno,0.84,100.0
1668,CL,establishment,fertilizers_biocides,Aplicación de cal,2000 kg/ha,1.0,100.0,100.0,Peso chileno,0.21,100.0
1668,CL,maintenance,plant_material,Semilla,32 kg/ha,1.0,120.0,120.0,Peso chileno,0.25,100.0
1668,CL,maintenance,plant_material,Siembra,hour,1.0,150.0,150.0,Peso chileno,0.32,100.0
1668,CL,maintenance,fertilizers_biocides,Fertilización nitrogenada,250 kg/ha,1.0,400.0,400.0,Peso chileno,0.84,100.0
1668,CL,maintenance,fertilizers_biocides,Aplicación de cal,2000 kg/ha,1.0,100.0,100.0,Peso chileno,0.21,100.0
1668,CL,maintenance,other,Riego,días,1.0,200.0,200.0,Peso chileno,0.42,100.0
1669,AR,establishment,labour,Mano de obra,,1.0,14000.0,14000.0,Peso Argentino,2500.0,
1670,CH,establishment,labour,Labour,ha,1.0,1500.0,1500.0,Swiss Franc,1500.0,100.0
1670,CH,establishment,equipment,machine use,ha,1.0,750.0,750.0,Swiss Franc,750.0,100.0
1670,CH,establishment,equipment,tools,ha,1.0,500.0,500.0,Swiss Franc,500.0,100.0
1670,CH,establishment,plant_material,Seeds,ha,1.0,250.0,250.0,Swiss Franc,250.0,100.0
1670,CH,maintenance,labour,Labour,ha,1.0,750.0,750.0,Swiss Franc,750.0,100.0
1670,CH,maintenance,equipment,Machine use,ha,1.0,400.0,400.0,Swiss Franc,400.0,100.0
1670,CH,maintenance,equipment,Tools,ha,1.0,300.0,300.0,Swiss Franc,300.0,100.0
1671,AR,establishment,labour,Talleres comunitarios,,1.0,2000.0,2000.0,Peso Argentino,357.14,
1671,AR,maintenance,other,Mantención com. sistemas riego,,1.0,1500.0,1500.0,Peso Argentino,267.86,100.0
1672,IS,establishment,labour,Planting,,,,,ISK,,
1672,IS,establishment,equipment,Machinery,,,,,ISK,,
1672,IS,establishment,plant_material,Seedlings,,,,,ISK,,
1672,IS,establishment,other,Total costs,ha,1.0,500000.0,500000.0,ISK,3623.19,
1676,KE,establishment,labour,Labour,ha,1.0,24.0,24.0,KSh,0.24,100.0
1676,KE,establishment,equipment,Tools,ha,1.0,15.0,15.0,KSh,0.15,100.0
1676,KE,establishment,plant_material,Seeds,ha,1.0,12.0,12.0,KSh,0.12,100.0
1676,KE,establishment,fertilizers_biocides,Manure (FYM),ha,1.0,50.0,50.0,KSh,0.5,100.0
1676,KE,maintenance,labour,Labour (weeding),ha,1.0,24.0,24.0,KSh,0.24,100.0
1676,KE,maintenance,equipment,Tools,ha,1.0,15.0,15.0,KSh,0.15,100.0
1677,MG,establishment,labour,Labour,ha,1.0,415.0,415.0,Madagascar-Ariary,0.13,100.0
1677,MG,establishment,equipment,Tools,ha,1.0,23.0,23.0,Madagascar-Ariary,0.01,100.0
1677,MG,establishment,plant_material,Earth and manure,ha,1.0,7.5,7.5,Madagascar-Ariary,0.0,100.0
1677,MG,establishment,other,"Transportation, ox chart hire",ha,1.0,9.3,9.3,Madagascar-Ariary,0.0,100.0
1677,MG,establishment,other,Plastic pots,ha,1.0,93.0,93.0,Madagascar-Ariary,0.03,100.0
1680,CH,establishment,labour,Labour,ha,1.0,1500.0,1500.0,CHF,1500.0,100.0
1680,CH,establishment,equipment,Machine use,ha,1.0,750.0,750.0,CHF,750.0,100.0
1680,CH,establishment,equipment,Tools,ha,1.0,500.0,500.0,CHF,500.0,100.0
1680,CH,establishment,plant_material,Seeds,ha,1.0,250.0,250.0,CHF,250.0,100.0
1680,CH,maintenance,labour,Labour,ha,1.0,750.0,750.0,CHF,750.0,100.0
1680,CH,maintenance,equipment,Machine use,ha,1.0,400.0,400.0,CHF,400.0,100.0
1680,CH,maintenance,equipment,Tools,ha,1.0,300.0,300.0,CHF,300.0,100.0
1682,NP,establishment,labour,Labour,unit,1.0,80.0,80.0,NPR,1.13,
1682,NP,establishment,equipment,"Shovel, chopping machine, bucket, bamboo, rope",unit,1.0,20.0,20.0,NPR,0.28,
1682,NP,establishment,construction_material,cow dung,kg/unit,300.0,0.1,30.0,NPR,0.42,
1682,NP,establishment,construction_material,lime and rock phosphate,kg/unit,25.0,0.8,20.0,NPR,0.28,
1682,NP,maintenance,labour,Labour,unit,1.0,25.0,25.0,NPR,0.35,
1682,NP,maintenance,construction_material,Compost / manure,unit,1.0,10.0,10.0,NPR,0.14,
1683,NP,establishment,labour,Building rough terraces,persons/day/ha,16.0,2.7,43.2,USD,43.2,100.0
1683,NP,maintenance,labour,Maintaining area,persons/day/ha,4.0,2.7,10.8,USD,10.8,100.0
1684,NP,establishment,labour,Plant grasses,persons/day/sq km,150.0,4.5,675.0,USD,675.0,100.0
1684,NP,establishment,equipment,Equipment,sq km,1.0,225.0,225.0,USD,225.0,100.0
1684,NP,establishment,construction_material,Material,sq km,1.0,725.0,725.0,USD,725.0,100.0
1684,NP,maintenance,labour,Reinforce by planting on structure,persons/day/sq km,50.0,5.0,250.0,USD,250.0,100.0
1684,NP,maintenance,equipment,Equipment,sq km,1.0,70.0,70.0,USD,70.0,100.0
1684,NP,maintenance,construction_material,Material,sq km,1.0,350.0,350.0,USD,350.0,100.0
1685,NP,establishment,labour,Prepare and plant along the contour lines,persons/day/ha,10.0,2.7,27.0,USD,27.0,100.0
1685,NP,establishment,equipment,Tools,ha,1.0,32.0,32.0,USD,32.0,100.0
1685,NP,establishment,plant_material,Seedlings,ha,1.0,68.0,68.0,USD,68.0,100.0
1685,NP,maintenance,labour,Maintenance of hedgerows,persons/day/ha,26.0,2.7,70.2,USD,70.2,100.0
1685,NP,maintenance,plant_material,Seedlings,ha,1.0,34.0,34.0,USD,34.0,100.0
1685,NP,maintenance,fertilizers_biocides,Compost / manure,ha,1.0,20.0,20.0,USD,20.0,100.0
1686,NP,establishment,labour,Prepare pits and seedlings,persons/day/ha,136.0,3.6765,500.0,USD,500.0,
1686,NP,establishment,plant_material,Planting material,ha,1.0,1500.0,1500.0,USD,1500.0,
1686,NP,establishment,fertilizers_biocides,Compost / manure,ha,1.0,150.0,150.0,USD,150.0,
1686,NP,establishment,construction_material,Iron pole,ha,1.0,3500.0,3500.0,USD,3500.0,
1686,NP,maintenance,labour,Maintenance and prunning,persons/day/ha,122.0,3.6885,450.0,USD,450.0,
1686,NP,maintenance,equipment,Secateurs,ha,1.0,50.0,50.0,USD,50.0,
1686,NP,maintenance,equipment,Binding wire,ha,1.0,650.0,650.0,USD,650.0,
1686,NP,maintenance,fertilizers_biocides,Compost / manure,ha,1.0,150.0,150.0,USD,150.0,
1687,NP,establishment,labour,Preparing land plot,persons/day/ha,80.0,3.875,310.0,USD,310.0,
1687,NP,establishment,equipment,"Spade, secateurs",ha,1.0,10.0,10.0,USD,10.0,
1687,NP,establishment,equipment,Plastic film,kg/ha,48.0,1.0,48.0,USD,48.0,
1687,NP,establishment,plant_material,Seedlings,ha,1.0,250.0,250.0,USD,250.0,
1687,NP,maintenance,labour,Support the crops,persons/day/ha,30.0,3.6668,110.0,USD,110.0,
1687,NP,maintenance,equipment,Bamboo poles,ha,1.0,20.0,20.0,USD,20.0,
1688,NP,establishment,labour,Construction of the polyhouse,persons/unit,5.0,4.0,20.0,USD,20.0,100.0
1688,NP,establishment,labour,"Training, pruning, stalking",persons/unit,5.0,4.0,20.0,USD,20.0,100.0
1688,NP,establishment,plant_material,"Seed, fertilizer, crop protection",unit,1.0,10.0,10.0,USD,10.0,50.0
1688,NP,establishment,construction_material,"Bamboo pole, plastics sheet, rope, nails, seed, poles",unit,1.0,90.0,90.0,USD,90.0,35.0
1688,NP,maintenance,labour,Maintenance,persons/unit,1.0,5.0,5.0,USD,5.0,100.0
1688,NP,maintenance,equipment,Equipment,unit,1.0,5.0,5.0,USD,5.0,100.0
1688,NP,maintenance,fertilizers_biocides,Agricultural,unit,1.0,5.0,5.0,USD,5.0,100.0
1688,NP,maintenance,construction_material,Material,unit,1.0,10.0,10.0,USD,10.0,100.0
1689,CL,establishment,labour,Mano de obra,,1.0,1050.0,1050.0,CLP,2.2,5.0
1689,CL,establishment,equipment,Uso de máquina,,1.0,2730.0,2730.0,CLP,5.73,5.0
1689,CL,establishment,other,Subcontrat. estud. topográfico,,1.0,420.0,420.0,CLP,0.88,5.0
1690,NP,establishment,labour,Evaluate site and installing pump,persons/day/unit,3.0,5.3333,16.0,USD,16.0,100.0
1690,NP,establishment,construction_material,Various materials,unit,1.0,43.0,43.0,USD,43.0,100.0
1690,NP,maintenance,labour,Maintaining pump,persons/day/unit,2.0,4.0,8.0,USD,8.0,100.0
1690,NP,maintenance,construction_material,Various material,unit,1.0,5.0,5.0,USD,5.0,100.0
1691,NP,establishment,labour,Dig ditches and applying fertilizer and manure,ha,1.0,232.0,232.0,USD,232.0,100.0
1691,NP,establishment,equipment,"Sprayer, watering cans,spade",ha,1.0,42.0,42.0,USD,42.0,
1691,NP,establishment,fertilizers_biocides,"Seeds, chemical fertilizer",ha,1.0,267.0,267.0,USD,267.0,
1691,NP,establishment,construction_material,"Plastic bags,mulching material",ha,1.0,21.0,21.0,USD,21.0,
1691,NP,maintenance,labour,Maintaining plots,ha,1.0,42.0,42.0,USD,42.0,100.0
1691,NP,maintenance,equipment,"Sprayer, watering cans,spade",ha,1.0,28.0,28.0,USD,28.0,25.0
1691,NP,maintenance,fertilizers_biocides,"Seeds, chemical fertilizer",ha,1.0,84.0,84.0,USD,84.0,25.0
1691,NP,maintenance,construction_material,"Plastic bags, mulching material",ha,1.0,11.0,11.0,USD,11.0,50.0
1692,NP,establishment,labour,Construction of rivervbank protection,ha,1.0,892.0,892.0,USD,892.0,51.0
1692,NP,establishment,equipment,Tools,ha,1.0,21.0,21.0,USD,21.0,51.0
1692,NP,establishment,plant_material,"Napier grass, bamboo seedlings",ha,1.0,14.0,14.0,USD,14.0,
1692,NP,establishment,construction_material,Stone,ha,1.0,1281.0,1281.0,USD,1281.0,51.0
1692,NP,establishment,construction_material,Bamboo poles,ha,1.0,274.0,274.0,USD,274.0,51.0
1692,NP,establishment,construction_material,Wire for gabion box,ha,1.0,1644.0,1644.0,USD,1644.0,51.0
1692,NP,maintenance,labour,Fortify and reapir check dams,ha,1.0,52.0,52.0,USD,52.0,100.0
1692,NP,maintenance,plant_material,"Napier grass, bamboo seedlings",ha,1.0,7.0,7.0,USD,7.0,100.0
1692,NP,maintenance,construction_material,Bamboo poles for replacing,ha,1.0,123.0,123.0,USD,123.0,100.0
1693,NP,establishment,labour,Clear planting side,persons/day/ha,150.0,3.9,585.0,USD,585.0,100.0
1693,NP,establishment,construction_material,Salix cutting,ha,1.0,186.0,186.0,USD,186.0,100.0
1693,NP,maintenance,labour,Thinning and prunning,persons/day/ha,10.0,3.9,39.0,USD,39.0,100.0
1693,NP,maintenance,construction_material,New salix cutting,ha,1.0,35.0,35.0,USD,35.0,100.0
1694,NP,establishment,labour,Prepare the land,persons/day,5.0,4.2,21.0,NPR,0.29,100.0
1694,NP,establishment,equipment,Tools,unit,1.0,22.0,22.0,NPR,0.31,100.0
1694,NP,establishment,plant_material,Seeds,unit,1.0,28.0,28.0,NPR,0.39,100.0
1694,NP,establishment,fertilizers_biocides,Fertilizer,unit,1.0,17.0,17.0,NPR,0.24,100.0
1694,NP,establishment,fertilizers_biocides,Compost/manure,unit,1.0,65.0,65.0,NPR,0.9,100.0
1694,NP,establishment,fertilizers_biocides,Pesticide,unit,1.0,21.0,21.0,NPR,0.29,100.0
1694,NP,establishment,fertilizers_biocides,Plant tonic,unit,1.0,7.0,7.0,NPR,0.1,100.0
1694,NP,establishment,construction_material,"Polypot,grafting chamber etc",unit,1.0,225.0,225.0,NPR,3.12,100.0
1694,NP,maintenance,labour,Watering scion and rootstock,persons/day,16.0,4.25,68.0,NPR,0.94,100.0
1694,NP,maintenance,equipment,Electricity and water charger,unit,1.0,8.5,8.5,NPR,0.12,100.0
1694,NP,maintenance,plant_material,Seeds,unit,1.0,68.0,68.0,NPR,0.94,100.0
1695,NP,establishment,labour,Construction of pit,persons/day/unit,10.0,5.0,50.0,USD,50.0,
1695,NP,establishment,construction_material,Brick and cement,unit,1.0,70.0,70.0,USD,70.0,
1695,NP,establishment,construction_material,Dry cow dung,unit,1.0,10.0,10.0,USD,10.0,
1695,NP,establishment,construction_material,Plastic sheet/bamboo,unit,1.0,70.0,70.0,USD,70.0,
1695,NP,establishment,construction_material,Earthworm (2000),unit,1.0,60.0,60.0,USD,60.0,
1695,NP,maintenance,labour,Watering pit,persons/day/unit,5.0,5.0,25.0,USD,25.0,
1695,NP,maintenance,construction_material,Dry cow dung,unit,1.0,5.0,5.0,USD,5.0,
1695,NP,maintenance,construction_material,Water pipe,unit,1.0,10.0,10.0,USD,10.0,
1697,DE,establishment,labour,Labour,ha,1.0,300.0,300.0,,,100.0
1697,DE,establishment,equipment,Machine use,ha,1.0,400.0,400.0,,,100.0
1697,DE,establishment,plant_material,Seedling,ha,1.0,2500.0,2500.0,,,100.0
1697,DE,establishment,other,Removal of drainage,ha,1.0,200.0,200.0,,,100.0
1697,DE,establishment,other,Ditch filling,ha,1.0,100.0,100.0,,,100.0
1697,DE,establishment,other,Make-ready and set-up cost,ha,1.0,2500.0,2500.0,,,100.0
1697,DE,maintenance,labour,Labour,ha,1.0,250.0,250.0,,,100.0
1697,DE,maintenance,equipment,Machine use,ha,1.0,600.0,600.0,,,100.0
1697,DE,maintenance,other,Management,ha,1.0,150.0,150.0,,,100.0
1699,DE,maintenance,labour,Labour,ha,1.0,135.0,135.0,,,100.0
1699,DE,maintenance,equipment,Machine use,ha,1.0,100.0,100.0,,,100.0
1699,DE,maintenance,plant_material,Seeds,ha,1.0,100.0,100.0,,,100.0
1700,PH,establishment,labour,labour,dam,1.0,804.44,804.44,Pesos,17.88,100.0
1700,PH,establishment,equipment,Tools,dam,1.0,22.22,22.22,Pesos,0.49,100.0
1700,PH,maintenance,labour,Labour,50m,1.0,13.33,13.33,Pesos,0.3,100.0
1701,PH,establishment,labour,Labour,0.25ha,1.0,49.44,49.44,USD,49.44,100.0
1701,PH,establishment,equipment,Bamboo sticks,50 pegs,1.0,2.22,2.22,USD,2.22,100.0
1701,PH,maintenance,labour,Labour,0.25ha,1.0,43.1,43.1,USD,43.1,100.0
1702,CY,establishment,labour,Labour,,4000.0,45.6,182400.0,Euro,207272.73,100.0
1702,CY,maintenance,labour,Labour,,200.0,9.12,1824.0,Euro,2072.73,100.0
1703,CY,establishment,labour,Labour,ha,1.0,265.0,265.0,euro,291.21,100.0
1703,CY,establishment,equipment,Tools,ha,1.0,1.0,1.0,euro,1.1,100.0
1703,CY,establishment,construction_material,Aluminium layer,ha,1.0,1116.0,1116.0,euro,1226.37,100.0
1703,CY,establishment,construction_material,Iron nails,ha,1.0,11.0,11.0,euro,12.09,100.0
1704,NL,establishment,labour,maintenance of drains and outlet in ditch,ha,1.0,30.14,30.14,euro,27.65,100.0
1704,NL,establishment,labour,installation of submerged drains,ha,1.0,1980.0,1980.0,euro,1816.51,100.0
1704,NL,maintenance,other,Annual cost incl maintenance,ha,1.0,127.0,127.0,euro,116.51,100.0
1705,PH,establishment,labour,clearing of cogon grass in the firelines and Planting of kakawate cuttings,ha,1.0,26.66,26.66,,,100.0
1705,PH,maintenance,labour,brushing/clearing as well as pruning of kakawate/per year,ha,1.0,31.1,31.1,,,100.0
1706,RO,establishment,labour,,ha,1.0,102.0,102.0,Lei,25.5,93.0
1706,RO,establishment,equipment,machine use,ha,1.0,237.0,237.0,Lei,59.25,93.0
1706,RO,establishment,plant_material,seeds,ha,1.0,2180.0,2180.0,Lei,545.0,93.0
1706,RO,establishment,plant_material,biocides,ha,1.0,62.0,62.0,Lei,15.5,93.0
1706,RO,maintenance,labour,,ha,1.0,25.0,25.0,Lei,6.25,
1706,RO,maintenance,equipment,machine use,ha,1.0,124.0,124.0,Lei,31.0,
1707,MA,maintenance,labour,"Maintenir les terrasses, enlever la végetation des mûrs.",personnes/an,5.0,11.0,55.0,dirham,,100.0
1707,MA,maintenance,labour,"Nettoyer les bisses, canaux d'irrigation",personnes/km,3.0,11.0,33.0,dirham,,100.0
1707,MA,maintenance,labour,Irriguer les parcelles,personnes/jour/ha,24.0,11.0,264.0,dirham,,100.0
1708,PH,establishment,labour,Labour for nursery,Person/day,1.0,3.3333,3.33,Pesos,0.07,100.0
1708,PH,establishment,labour,Transplanting,Person/day,1.0,3.3333,3.33,Pesos,0.07,100.0
1708,PH,establishment,plant_material,Seedling,Seeds,1000.0,0.22222,222.22,Pesos,4.94,100.0
1708,PH,maintenance,labour,Weeding,Person/day,2.0,3.333,6.67,Pesos,0.15,100.0
1708,PH,maintenance,labour,Harvesting,Person/day,4.0,3.333,13.33,Pesos,0.3,100.0
1709,PH,establishment,labour,"Grass brushing, hole digging and planting",ha,1.0,117.0,117.0,Philippine Peso,2.54,100.0
1709,PH,maintenance,labour,Brushing of grasses and pruning,ha,1.0,78.0,78.0,Philippine Peso,1.7,100.0
1710,BR,establishment,labour,Construction,,1.0,5060.0,5060.0,USD,5060.0,
1710,BR,establishment,labour,Supervision,,1.0,1000.0,1000.0,USD,1000.0,
1710,BR,establishment,equipment,Truck for removal of soil,,1.0,125.0,125.0,USD,125.0,
1710,BR,establishment,construction_material,Walls/baffles (cement),,1.0,475.0,475.0,USD,475.0,
1710,BR,establishment,construction_material,Barbed wire,,1.0,315.0,315.0,USD,315.0,
1710,BR,establishment,construction_material,Earthwork,,1.0,250.0,250.0,USD,250.0,
1710,BR,establishment,construction_material,Tubular elements,,1.0,30.0,30.0,USD,30.0,
1710,BR,maintenance,labour,Labour,,1.0,3000.0,3000.0,USD,3000.0,
1710,BR,maintenance,equipment,Nylon fabric,,1.0,38.41,38.41,USD,38.41,
1712,PH,establishment,labour,Labour,ha,1.0,,,Philippine Peso,,100.0
1712,PH,establishment,equipment,Machine use,ha,1.0,,,Philippine Peso,,100.0
1712,PH,maintenance,labour,Labour,ha,1.0,,,Philippine Peso,,100.0
1713,PT,establishment,labour,Labour,ha,1.0,1461.0,1461.0,euros,1588.04,
1713,PT,establishment,equipment,Machine use,ha,1.0,5870.0,5870.0,euros,6380.43,
1714,DE,maintenance,other,Maintenance cost pre km ditch,km ditch,,2270.7,,EURO,,
1715,AF,establishment,labour,Digging of the contour trenches and construction of the soil bunds,persons/day/ha,100.0,6.43,643.0,USD,643.0,
1715,AF,establishment,equipment,A frame and lime,ha,1.0,1.8,1.8,USD,1.8,
1717,CN,establishment,labour,labour,ha,1.0,80.0,80.0,RMB,12.7,100.0
1717,CN,establishment,equipment,machine use,ha,1.0,80.0,80.0,RMB,12.7,
1717,CN,establishment,equipment,animal traction,ha,1.0,8.0,8.0,RMB,1.27,100.0
1717,CN,establishment,plant_material,seedlings,ha,1.0,2400.0,2400.0,RMB,380.95,
1717,CN,maintenance,labour,labour,ha,1.0,96.0,96.0,RMB,15.24,100.0
1718,AF,establishment,labour,,,1.0,1223.0,1223.0,Afghani,24.46,10.0
1718,AF,establishment,equipment,Tools,,1.0,60.0,60.0,Afghani,1.2,100.0
1718,AF,establishment,construction_material,"Sand, soil, cement, gypsum, br",,1.0,3356.0,3356.0,Afghani,67.12,30.0
1718,AF,maintenance,labour,,,1.0,3600.0,3600.0,Afghani,72.0,100.0
1718,AF,maintenance,construction_material,Roof plastering mud and straw,,1.0,38.5,38.5,Afghani,0.77,100.0
1718,AF,maintenance,construction_material,Coal,,1.0,3650.0,3650.0,Afghani,73.0,100.0
1718,AF,maintenance,construction_material,Tyre,,1.0,300.0,300.0,Afghani,6.0,100.0
1718,AF,maintenance,construction_material,Dash shovel,,1.0,10.0,10.0,Afghani,0.2,100.0
1719,NI,establishment,labour,labour,ha,1.0,100.0,100.0,,,100.0
1719,NI,establishment,equipment,tools,ha,1.0,20.0,20.0,,,
1719,NI,establishment,equipment,wheelbarrow,ha,1.0,10.0,10.0,,,100.0
1719,NI,establishment,construction_material,wood,ha,1.0,60.0,60.0,,,100.0
1719,NI,maintenance,labour,labour,ha,1.0,30.0,30.0,,,100.0
1719,NI,maintenance,construction_material,wood,ha,1.0,5.0,5.0,,,100.0
1720,PH,establishment,labour,Flowering plant/ nursery / transplanting,Person/day,13.0,7.0,91.0,USD,91.0,
1720,PH,establishment,labour,Trasnportation,-,1.0,41.5,41.5,USD,41.5,
1720,PH,establishment,equipment,plastic bags / plot,-,1.0,19.0,19.0,USD,19.0,
1720,PH,establishment,fertilizers_biocides,Compost,kg,250.0,0.12,30.0,USD,30.0,
1720,PH,establishment,fertilizers_biocides,Fertilizer,kg,4.0,1.0,4.0,USD,4.0,
1720,PH,maintenance,labour,Flowering plant maintenance,Person/day,10.0,4.0,40.0,USD,40.0,
1721,CN,establishment,labour,Site establishment/ preparation,ha,2.0,18.7,37.4,USD,37.4,100.0
1721,CN,establishment,plant_material,Seeds,ha,100.0,2.5,250.0,USD,250.0,
1721,CN,establishment,plant_material,Seedlings,ha,100.0,6.18,618.0,USD,618.0,
1721,CN,establishment,other,Manure,ha,171.1,18.7,3199.57,USD,3199.57,100.0
1721,CN,establishment,other,Waterfee,-,1.0,460.0,460.0,USD,460.0,100.0
1721,CN,maintenance,labour,irrigation and weeding labor,ha,10.0,114.0,1140.0,USD,1140.0,100.0
1721,CN,maintenance,labour,Harvest labor,ha,1.0,359.0,359.0,USD,359.0,100.0
1721,CN,maintenance,equipment,Transport,ton,1.0,11.0,11.0,USD,11.0,100.0
1721,CN,maintenance,fertilizers_biocides,Fertilizer (Phosporus),kg,150.0,4.12,618.0,USD,618.0,
1721,CN,maintenance,other,Waterfee,,1.0,2280.0,2280.0,USD,2280.0,
1722,AF,establishment,labour,Construction of the Keyhole garden  (seeds),persons/day/unit,1.0,6.0,6.0,USD,6.0,30.0
1722,AF,establishment,labour,Plantation in the keyhole garden,unit,1.0,2.0,2.0,USD,2.0,20.0
1722,AF,establishment,equipment,Water-cane,pieces,1.0,2.0,2.0,USD,2.0,30.0
1722,AF,establishment,construction_material,Plastic sheet,meter,2.0,1.25,2.5,USD,2.5,30.0
1722,AF,establishment,construction_material,Rope,meter,2.0,0.75,1.5,USD,1.5,30.0
1722,AF,maintenance,labour,Plantation in the keyhole garden (seeds),unit,1.0,2.0,2.0,USD,2.0,40.0
1723,AF,establishment,labour,Excavation of the foundation,persons/day/ha,13.75,6.0,82.5,USD,82.5,10.0
1723,AF,establishment,labour,Construction of the stone wall (skilled labour),persons/day/ha,39.73,12.0,476.76,USD,476.76,10.0
1723,AF,establishment,labour,Construction of the stone wall (unskilled labour),persons/day/ha,132.43,6.0,794.58,USD,794.58,10.0
1723,AF,establishment,construction_material,Stone,m3,132.43,7.82,1035.6,USD,1035.6,
1724,AF,establishment,labour,Demarcation of the contour lines,ha,1.0,92.0,92.0,USD,92.0,
1724,AF,establishment,labour,Excavation of the trenches and construction of the soil bunds,persons/day/ha,121.0,7.0,847.0,USD,847.0,10.0
1725,PH,establishment,labour,Perforation with many holes on all sides of the PVC/bamboo pipe,Person/day,1.0,3.33,3.33,USD,3.33,100.0
1725,PH,establishment,construction_material,Preparation of the PVC/bamboo pipes,piece,1.0,4.44,4.44,USD,4.44,
1728,AF,establishment,labour,Excavation of the foundation Construction of the reservoir,persons/day,141.0,5.0,705.0,USD,705.0,10.0
1728,AF,establishment,equipment,Tools and pipes,ha,1.0,344.0,344.0,USD,344.0,
1728,AF,establishment,construction_material,Cement,bags,1.0,376.0,376.0,USD,376.0,
1728,AF,establishment,construction_material,Stone,m3,159.575,24.25818,3871.0,USD,3871.0,10.0
1728,AF,maintenance,labour,Cleaning of the reservoir,persons/day,1.0,50.0,50.0,USD,50.0,100.0
1729,PH,establishment,labour,Labour,ha,1.0,24.44,24.44,peso,0.54,100.0
1729,PH,establishment,construction_material,Wood,ha,1.0,2.22,2.22,peso,0.05,100.0
1729,PH,establishment,construction_material,Rope,ha,1.0,1.78,1.78,peso,0.04,100.0
1729,PH,maintenance,labour,Labour,ha,1.0,26.68,26.68,peso,0.59,100.0
